address,adult_use,phone,id,city,name,website,lng,lat,tribe_name,tribally_owned,municipal,medical,date_added
"629 7th Av.
Two Harbors, MN 55616",True,(651) 494-8184,reconGUICTCmm7RHz,Two Harbors,Two Harbors Cannabis,https://twoharborscannabis.com/,-91.6726737,47.02607455348221,,,,,2026-07-15
"2835 S. Hennepin Av. Suite C
Minneapolis, MN 55408",True,(612) 360-1723,recPmYa2WliDDavZx,Minneapolis,Unanimous Cannabis,https://ucanna612.com/dispensary/minneapolis-mn-55408-unanimous-cannabis,-93.29791177116492,44.95115590256785,,,,,2026-07-15
"3505 S. 8th St. Unit 5
Moorhead, MN 56560",True,(218) 303-1274,recbOoWgj6kA50lyC,Moorhead,Unwind Dispensary,https://www.unwinddispensary.com/,-96.76935922209032,46.83914246792349,,,,,2026-07-15
"911 W. 50th St.
Minneapolis, MN 55419",True,(612) 452-2647,recUkq3VRdM9jLOvR,Minneapolis,Verist Fields,https://veristfields.com/,-93.2913724288359,44.91233704817412,,,,,2026-07-15
"1889 Tailwind Dr.
Mankato, MN",True,(507) 779-7013,recx6WI0Ab9Z4DFvm,Mankato,Voyager Cannabis Co.,https://www.voyagercannabisco.com/,-93.95122953558229,44.167438149014096,,,,,2026-07-15
"951 W. 78th St.
Chanhassen, MN 55317",True,(218) 936-1801,recZ4XzsQw0aqmbtX,Chanhassen,Waabigwan Mashkiki,https://waabigwan.com/locations/chanhassen,-93.5458804932542,44.861948801059874,White Earth Band of Chippewa,True,,,2026-07-15
"926 Ne. Central Avenue
East Grand Forks, MN 56721",True,(218) 693-2464,recSWAKyRit7bNXY0,East Grand Forks,Waabigwan Mashkiki,https://waabigwan.com/stores/waabigwan-mashkiki-east-grand-forks,-97.01950399999998,47.933523570835455,White Earth Band of Chippewa,True,,,2026-07-15
"515 E. Jefferson Av.
Mahnomen, MN 56557",True,(218) 936-1801,rec0zq1gSqTTM3Jn8,Mahnomen ,Waabigwan Mashkiki,https://waabigwan.com/our-dispensaries/,-95.96315,47.311694,White Earth Band of Chippewa,True,,,2026-07-15
"2902 Hwy. 10
Moorhead, MN 56560",True,(218) 936-1801,recUGTHdxhyJNzm6L,Moorhead,Waabigwan Mashkiki,https://waabigwan.com/our-dispensaries/,-96.734325,46.877073,White Earth Band of Chippewa,True,,,2026-07-15
"S. 141 33rd Av.
St. Cloud, MN 56301",True,(320) 204-1555,recJkDMGCnF4DkQQs,St. Cloud,Waabigwan Mashkiki,https://waabigwan.com/our-dispensaries/,-94.198742,45.550442,White Earth Band of Chippewa,True,,,2026-07-15
"3400 Se. University Av.
Minneapolis, MN 55414",True,(612) 354-0706,recwI9W4n33DPNWOm,Minneapolis,Watchtower Dispensary,https://watchtowerdispensary.com/,-93.20879079325414,44.96828510814114,,,,,2026-07-15
"2 E. 1st St.
Cook, MN 55723",True,(218) 410-6800,recC0hR8LPpcxBPqd,Cook,Weed Wishes,https://thcgummystore.myshopify.com/,-92.68730487301843,47.85380208480524,,,,,2026-07-15
"3920 W. Old Shakopee Rd.
Bloomington, MN 55437",True,(612) 482-4842,recxPihwh1eb5km5D,Bloomington,Wildflower Bloomington,https://wildflower.cc/,-93.33035315767242,44.81102609135748,,,,,2026-07-15
"212 N. 2nd St. Suite 103
Minneapolis, MN 55401",True,(612) 482-4842,recNTnP4PILmlhT7Q,Minneapolis,Wildflower North Loop,https://wildflower.cc/locations/minneapolis-northloop/,-93.2705545,44.9851970217061,,,,,2026-07-15
"326 Se. Central Av.
Minneapolis, MN 55414",True,(612) 482-4842,recsyrY7BU5nWm7pi,Minneapolis,Wildflower Northeast,https://wildflower.cc/locations/minneapolis-northeast/,-93.25401068660382,44.987733819600926,,,,,2026-07-15
"173 E. 2nd St.
Winona, MN 55987",True,(507) 615-0017,rec8gQmZBgR7uEjZH,Winona,Winona Dispensary,https://thewinonadispensary.com/,-91.63254503558194,44.05229759488986,,,,,2026-07-15
"110B W. Main St.
Le Roy, MN 55951",True,(507) 701-9852,recIgA24PkTax1n5F,Le Roy,Zenith Horizon,https://www.zhdispensary.com/,-92.50428558650864,43.5103078182177,,,,,2026-07-15
